"","Threshold","Bio_threshold","site","region","year","Hydro_Metric","Biol","Alteration_Current","Alteration_Current_direction"
"267","Threshold75",0.94,301020,"Oso and Small Creeks",1995,"DS_Dur_WS","ASCI","Altered","Low"
"268","Threshold75",0.63,301020,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"269","Threshold75",0.79,301020,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"270","Threshold50",0.92,301020,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"271","Threshold75",0.92,301020,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"272","Threshold75",0.75,301020,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"273","Threshold75",0.86,301020,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"274","Threshold50",0.94,301020,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"275","Threshold75",0.94,301020,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"276","Threshold75",0.63,301020,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"277","Threshold25",0.79,301020,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"278","Threshold50",0.79,301020,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"279","Threshold75",0.79,301020,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"280","Threshold25",0.92,301020,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"281","Threshold50",0.92,301020,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"282","Threshold75",0.92,301020,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"283","Threshold75",0.94,301020,"Oso and Small Creeks",1996,"DS_Dur_WS","ASCI","Altered","High"
"284","Threshold25",0.92,301020,"Oso and Small Creeks",1996,"DS_Dur_WS","CSCI","Altered","High"
"285","Threshold50",0.92,301020,"Oso and Small Creeks",1996,"DS_Dur_WS","CSCI","Altered","High"
"286","Threshold75",0.92,301020,"Oso and Small Creeks",1996,"DS_Dur_WS","CSCI","Altered","High"
"287","Threshold75",0.75,301020,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"288","Threshold50",0.86,301020,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"289","Threshold75",0.86,301020,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"290","Threshold50",0.94,301020,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"291","Threshold75",0.94,301020,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"292","Threshold75",0.92,301020,"Oso and Small Creeks",1997,"DS_Dur_WS","CSCI","Altered","High"
"293","Threshold50",0.75,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"294","Threshold75",0.75,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"295","Threshold25",0.86,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"296","Threshold50",0.86,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"297","Threshold75",0.86,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"298","Threshold25",0.94,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"299","Threshold50",0.94,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"300","Threshold75",0.94,301020,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"301","Threshold25",0.75,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"302","Threshold50",0.75,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"303","Threshold75",0.75,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"304","Threshold25",0.86,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"305","Threshold50",0.86,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"306","Threshold75",0.86,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"307","Threshold25",0.94,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"308","Threshold50",0.94,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"309","Threshold75",0.94,301020,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"310","Threshold75",0.75,301030,"Oso and Small Creeks",1995,"DS_Dur_WS","ASCI","Altered","Low"
"311","Threshold75",0.86,301030,"Oso and Small Creeks",1995,"DS_Dur_WS","ASCI","Altered","Low"
"312","Threshold75",0.94,301030,"Oso and Small Creeks",1995,"DS_Dur_WS","ASCI","Altered","Low"
"313","Threshold75",0.63,301030,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"314","Threshold75",0.79,301030,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"315","Threshold50",0.92,301030,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"316","Threshold75",0.92,301030,"Oso and Small Creeks",1995,"DS_Dur_WS","CSCI","Altered","Low"
"317","Threshold75",0.75,301030,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"318","Threshold75",0.86,301030,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"319","Threshold75",0.94,301030,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"320","Threshold75",0.63,301030,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"321","Threshold25",0.79,301030,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"322","Threshold50",0.79,301030,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"323","Threshold75",0.79,301030,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"324","Threshold25",0.92,301030,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"325","Threshold50",0.92,301030,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"326","Threshold75",0.92,301030,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"327","Threshold75",0.86,301030,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"328","Threshold75",0.94,301030,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"329","Threshold75",0.75,301030,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"330","Threshold75",0.86,301030,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"331","Threshold75",0.94,301030,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"332","Threshold25",0.75,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"333","Threshold50",0.75,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"334","Threshold75",0.75,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"335","Threshold25",0.86,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"336","Threshold50",0.86,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"337","Threshold75",0.86,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"338","Threshold25",0.94,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"339","Threshold50",0.94,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"340","Threshold75",0.94,301030,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"341","Threshold50",0.75,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","ASCI","Altered","High"
"342","Threshold75",0.75,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","ASCI","Altered","High"
"343","Threshold50",0.86,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","ASCI","Altered","High"
"344","Threshold75",0.86,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","ASCI","Altered","High"
"345","Threshold25",0.94,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","ASCI","Altered","High"
"346","Threshold50",0.94,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","ASCI","Altered","High"
"347","Threshold75",0.94,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","ASCI","Altered","High"
"348","Threshold75",0.63,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","CSCI","Altered","High"
"349","Threshold25",0.79,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","CSCI","Altered","High"
"350","Threshold50",0.79,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","CSCI","Altered","High"
"351","Threshold75",0.79,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","CSCI","Altered","High"
"352","Threshold25",0.92,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","CSCI","Altered","High"
"353","Threshold50",0.92,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","CSCI","Altered","High"
"354","Threshold75",0.92,501010,"Oso and Small Creeks",1994,"DS_Dur_WS","CSCI","Altered","High"
"355","Threshold25",0.75,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"356","Threshold50",0.75,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"357","Threshold75",0.75,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"358","Threshold25",0.86,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"359","Threshold50",0.86,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"360","Threshold75",0.86,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"361","Threshold25",0.94,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"362","Threshold50",0.94,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"363","Threshold75",0.94,501010,"Oso and Small Creeks",1994,"SP_Dur","ASCI","Altered","Low"
"364","Threshold50",0.63,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"365","Threshold75",0.63,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"366","Threshold25",0.79,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"367","Threshold50",0.79,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"368","Threshold75",0.79,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"369","Threshold25",0.92,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"370","Threshold50",0.92,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"371","Threshold75",0.92,501010,"Oso and Small Creeks",1994,"SP_Tim","CSCI","Altered","High"
"372","Threshold75",0.86,501010,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"373","Threshold75",0.94,501010,"Oso and Small Creeks",1996,"SP_Dur","ASCI","Altered","Low"
"374","Threshold75",0.75,501010,"Oso and Small Creeks",1997,"DS_Dur_WS","ASCI","Altered","Low"
"375","Threshold75",0.86,501010,"Oso and Small Creeks",1997,"DS_Dur_WS","ASCI","Altered","Low"
"376","Threshold75",0.94,501010,"Oso and Small Creeks",1997,"DS_Dur_WS","ASCI","Altered","Low"
"377","Threshold75",0.63,501010,"Oso and Small Creeks",1997,"DS_Dur_WS","CSCI","Altered","Low"
"378","Threshold75",0.79,501010,"Oso and Small Creeks",1997,"DS_Dur_WS","CSCI","Altered","Low"
"379","Threshold50",0.92,501010,"Oso and Small Creeks",1997,"DS_Dur_WS","CSCI","Altered","Low"
"380","Threshold75",0.92,501010,"Oso and Small Creeks",1997,"DS_Dur_WS","CSCI","Altered","Low"
"381","Threshold75",0.75,501010,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"382","Threshold50",0.86,501010,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"383","Threshold75",0.86,501010,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"384","Threshold50",0.94,501010,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"385","Threshold75",0.94,501010,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"386","Threshold75",0.75,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","ASCI","Altered","High"
"387","Threshold50",0.86,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","ASCI","Altered","High"
"388","Threshold75",0.86,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","ASCI","Altered","High"
"389","Threshold25",0.94,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","ASCI","Altered","High"
"390","Threshold50",0.94,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","ASCI","Altered","High"
"391","Threshold75",0.94,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","ASCI","Altered","High"
"392","Threshold75",0.63,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","CSCI","Altered","High"
"393","Threshold25",0.79,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","CSCI","Altered","High"
"394","Threshold50",0.79,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","CSCI","Altered","High"
"395","Threshold75",0.79,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","CSCI","Altered","High"
"396","Threshold25",0.92,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","CSCI","Altered","High"
"397","Threshold50",0.92,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","CSCI","Altered","High"
"398","Threshold75",0.92,501010,"Oso and Small Creeks",2000,"DS_Dur_WS","CSCI","Altered","High"
"399","Threshold25",0.75,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"400","Threshold50",0.75,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"401","Threshold75",0.75,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"402","Threshold25",0.86,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"403","Threshold50",0.86,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"404","Threshold75",0.86,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"405","Threshold25",0.94,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"406","Threshold50",0.94,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"407","Threshold75",0.94,501010,"Oso and Small Creeks",2000,"SP_Dur","ASCI","Altered","Low"
"408","Threshold50",0.63,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"409","Threshold75",0.63,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"410","Threshold25",0.79,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"411","Threshold50",0.79,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"412","Threshold75",0.79,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"413","Threshold25",0.92,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"414","Threshold50",0.92,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"415","Threshold75",0.92,501010,"Oso and Small Creeks",2000,"SP_Tim","CSCI","Altered","High"
"416","Threshold75",0.75,501010,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"417","Threshold50",0.86,501010,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"418","Threshold75",0.86,501010,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"419","Threshold50",0.94,501010,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"420","Threshold75",0.94,501010,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"421","Threshold75",0.63,501010,"Oso and Small Creeks",2003,"SP_Tim","CSCI","Altered","High"
"422","Threshold25",0.79,501010,"Oso and Small Creeks",2003,"SP_Tim","CSCI","Altered","High"
"423","Threshold50",0.79,501010,"Oso and Small Creeks",2003,"SP_Tim","CSCI","Altered","High"
"424","Threshold75",0.79,501010,"Oso and Small Creeks",2003,"SP_Tim","CSCI","Altered","High"
"425","Threshold25",0.92,501010,"Oso and Small Creeks",2003,"SP_Tim","CSCI","Altered","High"
"426","Threshold50",0.92,501010,"Oso and Small Creeks",2003,"SP_Tim","CSCI","Altered","High"
"427","Threshold75",0.92,501010,"Oso and Small Creeks",2003,"SP_Tim","CSCI","Altered","High"
"428","Threshold75",0.94,501010,"Oso and Small Creeks",2010,"DS_Dur_WS","ASCI","Altered","Low"
"429","Threshold75",0.79,501010,"Oso and Small Creeks",2010,"DS_Dur_WS","CSCI","Altered","Low"
"430","Threshold75",0.92,501010,"Oso and Small Creeks",2010,"DS_Dur_WS","CSCI","Altered","Low"
"431","Threshold50",0.63,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"432","Threshold75",0.63,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"433","Threshold25",0.79,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"434","Threshold50",0.79,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"435","Threshold75",0.79,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"436","Threshold25",0.92,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"437","Threshold50",0.92,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"438","Threshold75",0.92,501010,"Oso and Small Creeks",2010,"SP_Tim","CSCI","Altered","High"
"439","Threshold50",0.75,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"440","Threshold75",0.75,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"441","Threshold25",0.86,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"442","Threshold50",0.86,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"443","Threshold75",0.86,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"444","Threshold25",0.94,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"445","Threshold50",0.94,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"446","Threshold75",0.94,501010,"Oso and Small Creeks",2011,"SP_Dur","ASCI","Altered","High"
"447","Threshold25",0.75,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"448","Threshold50",0.75,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"449","Threshold75",0.75,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"450","Threshold25",0.86,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"451","Threshold50",0.86,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"452","Threshold75",0.86,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"453","Threshold25",0.94,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"454","Threshold50",0.94,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"455","Threshold75",0.94,501010,"Oso and Small Creeks",2017,"SP_Dur","ASCI","Altered","High"
"456","Threshold75",0.75,501011,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"457","Threshold75",0.86,501011,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"458","Threshold75",0.94,501011,"Oso and Small Creeks",1995,"SP_Dur","ASCI","Altered","Low"
"459","Threshold50",0.63,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"460","Threshold75",0.63,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"461","Threshold25",0.79,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"462","Threshold50",0.79,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"463","Threshold75",0.79,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"464","Threshold25",0.92,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"465","Threshold50",0.92,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"466","Threshold75",0.92,501011,"Oso and Small Creeks",1995,"SP_Tim","CSCI","Altered","High"
"467","Threshold75",0.92,501011,"Oso and Small Creeks",1997,"DS_Dur_WS","CSCI","Altered","Low"
"468","Threshold75",0.75,501011,"Oso and Small Creeks",1997,"SP_Dur","ASCI","Altered","Low"
"469","Threshold50",0.86,501011,"Oso and Small Creeks",1997,"SP_Dur","ASCI","Altered","Low"
"470","Threshold75",0.86,501011,"Oso and Small Creeks",1997,"SP_Dur","ASCI","Altered","Low"
"471","Threshold50",0.94,501011,"Oso and Small Creeks",1997,"SP_Dur","ASCI","Altered","Low"
"472","Threshold75",0.94,501011,"Oso and Small Creeks",1997,"SP_Dur","ASCI","Altered","Low"
"473","Threshold50",0.75,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"474","Threshold75",0.75,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"475","Threshold25",0.86,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"476","Threshold50",0.86,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"477","Threshold75",0.86,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"478","Threshold25",0.94,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"479","Threshold50",0.94,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"480","Threshold75",0.94,501011,"Oso and Small Creeks",1998,"SP_Dur","ASCI","Altered","High"
"481","Threshold25",0.75,501011,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
"482","Threshold50",0.75,501011,"Oso and Small Creeks",2001,"SP_Dur","ASCI","Altered","High"
